Gene,MutSig(Q-value),# Mut,# Profiled Samples,Freq,Is Cancer Gene (source: OncoKB)
ICA1L,1,1,1013,<0.1%,No
ARL5A,1,1,1013,<0.1%,No
FBXL3,2,2,1013,0.2%,No
PHGDH,1,1,1013,<0.1%,No
B3GAT3,4,4,1013,0.4%,No
STAP1,2,2,1013,0.2%,No
PPDPFL,1,1,1013,<0.1%,No
SERPINA7,2,2,1013,0.2%,No
TBCE,1,1,1013,<0.1%,No
TBX2,5,4,1013,0.4%,No
CNTN2,9,9,1013,0.9%,No
TAFAZZIN,1,1,1013,<0.1%,No
TBCD,10,10,1013,1.0%,No
TBCC,2,2,1013,0.2%,No
TCEA1,2,2,1013,0.2%,Yes
TBXAS1,5,5,1013,0.5%,No
TCEA2,1,1,1013,<0.1%,No
TBX6,1,1,1013,<0.1%,No
TBX5,7,7,1013,0.7%,No
TBX15,3,3,1013,0.3%,No
TBXA2R,8,8,1013,0.8%,No
HNF1B,4,4,1013,0.4%,No
HNF1A,3,3,1013,0.3%,Yes
TCF3,4,4,1013,0.4%,Yes
RANBP3L,2,2,1013,0.2%,No
TCEA3,2,2,1013,0.2%,No
ELOA,5,5,1013,0.5%,No
ELOB,1,1,1013,<0.1%,No
TBX3,9,9,1013,0.9%,Yes
TCF4,6,6,1013,0.6%,No
ZNF354A,5,4,1013,0.4%,No
MAP2K5,3,2,1013,0.2%,No
TCF15,1,1,1013,<0.1%,No
MAP2K6,4,4,1013,0.4%,No
TCF12,4,4,1013,0.4%,Yes
MAP2K7,5,5,1013,0.5%,No
MAPK11,3,3,1013,0.3%,No
MAPK9,1,1,1013,<0.1%,No
MAPK10,2,2,1013,0.2%,No
TCF7,2,2,1013,0.2%,No
MAPK13,3,3,1013,0.3%,No
ZEB1,12,11,1013,1.1%,No
MAP2K1,3,3,1013,0.3%,Yes
TCF7L2,3,3,1013,0.3%,Yes
MAP2K2,1,1,1013,<0.1%,Yes
MAP2K3,1,1,1013,<0.1%,No
PRM2,2,2,1013,0.2%,No
TCP1,5,5,1013,0.5%,No
CCDC138,2,2,1013,0.2%,No
PRLR,4,4,1013,0.4%,No
PRM1,1,1,1013,<0.1%,No
TCOF1,6,6,1013,0.6%,No
TCF20,15,15,1013,1.5%,No
DNAJC3,3,3,1013,0.3%,No
TCF19,3,3,1013,0.3%,No
THAP12,2,2,1013,0.2%,No
PRKX,3,3,1013,0.3%,No
TCF21,1,1,1013,<0.1%,No
MLX,2,2,1013,0.2%,No
TCN2,2,2,1013,0.2%,No
PRL,1,1,1013,<0.1%,No
TCN1,6,6,1013,0.6%,No
PRPH,2,2,1013,0.2%,No
MLLT3,2,2,1013,0.2%,Yes
BBS12,3,3,1013,0.3%,No
SPATA5,4,4,1013,0.4%,No
PROX1,6,5,1013,0.5%,No
PRNP,2,2,1013,0.2%,No
TCP10L3,1,1,1013,<0.1%,No
PROC,3,3,1013,0.3%,No
TCP11,2,2,1013,0.2%,No
PRODH,2,2,1013,0.2%,No
PROS1,7,7,1013,0.7%,No
WDR27,1,1,1013,<0.1%,No
LGMN,1,1,1013,<0.1%,No
MME,4,4,1013,0.4%,No
ADGRF3,10,10,1013,1.0%,No
AFDN,16,13,1013,1.3%,Yes
MLLT6,7,6,1013,0.6%,Yes
EBF3,1,1,1013,<0.1%,No
FOXO4,3,3,1013,0.3%,Yes
PRPS2,1,1,1013,<0.1%,No
PRPSAP1,2,2,1013,0.2%,No
PRPSAP2,2,2,1013,0.2%,No
NR3C2,11,11,1013,1.1%,No
PRRG1,1,1,1013,<0.1%,No
TRPM1,14,11,1013,1.1%,No
KLK7,2,2,1013,0.2%,No
MMP11,3,3,1013,0.3%,No
TMPRSS15,8,8,1013,0.8%,No
PRSS8,2,2,1013,0.2%,Yes
MMP13,2,2,1013,0.2%,No
KLK6,2,2,1013,0.2%,No
KRT24,5,5,1013,0.5%,No
CYS1,1,1,1013,<0.1%,No
MMP1,1,1,1013,<0.1%,No
DAB2IP,7,7,1013,0.7%,No
MMP2,3,3,1013,0.3%,No
PRSS1,4,4,1013,0.4%,Yes
MMP3,4,4,1013,0.4%,No
PRSS2,1,1,1013,<0.1%,No
MMP7,1,1,1013,<0.1%,No
MMP8,1,1,1013,<0.1%,No
MASP1,7,7,1013,0.7%,No
MMP9,7,6,1013,0.6%,No
RELN,27,22,1013,2.2%,Yes
MMP10,3,3,1013,0.3%,No
MN1,11,10,1013,1.0%,Yes
DYNLT1,1,1,1013,<0.1%,No
PSD,5,5,1013,0.5%,No
PPP1R11,2,1,1013,<0.1%,No
MNDA,8,8,1013,0.8%,No
PSEN1,2,2,1013,0.2%,No
GZMA,2,2,1013,0.2%,No
GUCY2D,8,8,1013,0.8%,No
MBTPS2,1,1,1013,<0.1%,No
CDC40,1,1,1013,<0.1%,No
HOOK1,3,3,1013,0.3%,No
ZMYND10,5,5,1013,0.5%,No
CHST15,3,3,1013,0.3%,No
UBR5,18,14,1013,1.4%,Yes
PLA1A,2,2,1013,0.2%,No
MMP14,3,3,1013,0.3%,No
HTRA1,2,2,1013,0.2%,No
TEX264,1,1,1013,<0.1%,No
MMP15,2,2,1013,0.2%,No
KLK10,3,3,1013,0.3%,No
POP5,1,1,1013,<0.1%,No
MMP16,10,10,1013,1.0%,No
TCTA,1,1,1013,<0.1%,No
ADCK2,6,6,1013,0.6%,No
MMP17,2,2,1013,0.2%,No
PRTN3,2,2,1013,0.2%,No
MMP19,5,5,1013,0.5%,No
DHX57,12,12,1013,1.2%,No
ALDH6A1,2,1,1013,<0.1%,No
RSPRY1,3,3,1013,0.3%,No
PSG2,8,7,1013,0.7%,No
PSG3,10,6,1013,0.6%,No
ANAPC1,4,4,1013,0.4%,No
PSG4,10,7,1013,0.7%,No
MOS,2,2,1013,0.2%,No
PSG5,5,2,1013,0.2%,No
CAVIN4,3,3,1013,0.3%,No
MOV10,7,7,1013,0.7%,No
ESAM,3,3,1013,0.3%,No
PSG6,3,3,1013,0.3%,No
H2AC7,1,1,1013,<0.1%,No
GORASP1,2,2,1013,0.2%,No
H1-6,3,3,1013,0.3%,No
POMP,2,2,1013,0.2%,No
H1-5,1,1,1013,<0.1%,Yes
H1-4,1,1,1013,<0.1%,Yes
MRPS17,1,1,1013,<0.1%,No
H1-3,3,3,1013,0.3%,Yes
H1-2,5,5,1013,0.5%,Yes
SNX7,2,2,1013,0.2%,No
H1-0,1,1,1013,<0.1%,No
GZMK,3,3,1013,0.3%,No
CRLF3,4,4,1013,0.4%,No
TDG,3,3,1013,0.3%,No
MOBP,1,1,1013,<0.1%,No
TDO2,2,2,1013,0.2%,No
MOCS1,7,7,1013,0.7%,No
MOCS2,2,2,1013,0.2%,No
PSG1,4,4,1013,0.4%,No
PSG11,3,3,1013,0.3%,No
MPG,3,3,1013,0.3%,No
PSKH1,4,2,1013,0.2%,No
PSMA1,1,1,1013,<0.1%,No
MPL,1,1,1013,<0.1%,Yes
PSMA2,3,3,1013,0.3%,No
MPO,6,5,1013,0.5%,No
MPP1,2,2,1013,0.2%,No
PSMA4,1,1,1013,<0.1%,No
MPP2,7,7,1013,0.7%,No
H1-1,6,6,1013,0.6%,No
TMPRSS3,2,2,1013,0.2%,No
H3-3A,2,2,1013,0.2%,Yes
CSAD,3,3,1013,0.3%,No
ATP6V1D,2,2,1013,0.2%,No
WNT16,6,5,1013,0.5%,No
H2BC5,2,2,1013,0.2%,Yes
EIF3L,2,2,1013,0.2%,No
ZNF589,2,2,1013,0.2%,No
H2AZ1,2,2,1013,0.2%,No
NIP7,2,2,1013,0.2%,No
H2AX,1,1,1013,<0.1%,No
PSG9,3,3,1013,0.3%,No
PSMB2,1,1,1013,<0.1%,Yes
MRC1,1,1,1013,<0.1%,No
PSMB3,2,1,1013,<0.1%,No
MRE11,5,5,1013,0.5%,Yes
PSMB5,2,2,1013,0.2%,No
ABCC1,8,8,1013,0.8%,No
PSMB6,1,1,1013,<0.1%,No
IGFBPL1,1,1,1013,<0.1%,No
PSMB7,1,1,1013,<0.1%,No
PSMB8,2,2,1013,0.2%,No
PYY,1,1,1013,<0.1%,No
HARS1,3,3,1013,0.3%,No
HAL,5,5,1013,0.5%,No
HADH,4,4,1013,0.4%,No
HADHB,2,2,1013,0.2%,No
HADHA,2,2,1013,0.2%,No
AIG1,1,1,1013,<0.1%,No
TRPV2,9,8,1013,0.8%,No
HAGH,3,3,1013,0.3%,No
COMMD10,2,2,1013,0.2%,No
MPP3,8,8,1013,0.8%,No
MPST,2,2,1013,0.2%,No
PSMA7,4,3,1013,0.3%,No
MPV17,2,2,1013,0.2%,No
MPZ,1,1,1013,<0.1%,No
NUP35,1,1,1013,<0.1%,No
KIF24,7,7,1013,0.7%,No
HBD,2,2,1013,0.2%,No
ZNF568,10,10,1013,1.0%,No
HAS3,2,2,1013,0.2%,No
HAS2,3,3,1013,0.3%,No
HAS1,2,2,1013,0.2%,No
PSMB10,4,4,1013,0.4%,No
KIFC2,1,1,1013,<0.1%,No
CREB3L1,2,2,1013,0.2%,Yes
HCK,6,6,1013,0.6%,No
HCFC1,5,4,1013,0.4%,No
SERPIND1,3,3,1013,0.3%,No
ZNF488,1,1,1013,<0.1%,No
HBZ,1,1,1013,<0.1%,No
HBQ1,3,3,1013,0.3%,No
HBG2,1,1,1013,<0.1%,No
ZNF251,5,5,1013,0.5%,No
HDGF,1,1,1013,<0.1%,No
HDC,3,3,1013,0.3%,No
ZNF773,5,5,1013,0.5%,No
HDAC2,7,7,1013,0.7%,No
HDAC1,2,2,1013,0.2%,Yes
HTT,13,12,1013,1.2%,No
HCRTR2,5,5,1013,0.5%,No
HCRTR1,1,1,1013,<0.1%,No
HCLS1,3,3,1013,0.3%,No
NCKAP1L,9,9,1013,0.9%,No
HELLS,5,4,1013,0.4%,No
CFHR1,2,2,1013,0.2%,No
SERPINE3,4,4,1013,0.4%,No
HFE,1,1,1013,<0.1%,No
CFH,18,17,1013,1.7%,No
HEXB,3,3,1013,0.3%,No
HEXA,1,1,1013,<0.1%,No
IGFL1,2,2,1013,0.2%,No
HDLBP,11,8,1013,0.8%,No
HGF,6,6,1013,0.6%,Yes
GEN1,1,1,1013,<0.1%,No
HGD,4,4,1013,0.4%,No
CFHR2,3,3,1013,0.3%,No
ACAD9,6,6,1013,0.6%,No
C19ORF53,1,1,1013,<0.1%,No
HHEX,3,1,1013,<0.1%,No
NRG1,7,7,1013,0.7%,Yes
TMEM14A,1,1,1013,<0.1%,No
HGFAC,3,3,1013,0.3%,No
PSTK,1,1,1013,<0.1%,No
SPCS1,2,2,1013,0.2%,No
MRPS18B,3,3,1013,0.3%,No
CSNK1G1,4,4,1013,0.4%,No
CNTN5,5,5,1013,0.5%,No
A4GALT,4,4,1013,0.4%,No
FAM24A,1,1,1013,<0.1%,No
HIP1,8,8,1013,0.8%,Yes
HIF1A,2,2,1013,0.2%,Yes
HIC1,4,4,1013,0.4%,No
NOB1,2,2,1013,0.2%,No
VPS16,8,8,1013,0.8%,No
DBNL,2,2,1013,0.2%,No
PLA2G2F,4,4,1013,0.4%,No
HK2,7,5,1013,0.5%,No
HK1,5,3,1013,0.3%,No
HIVEP2,16,12,1013,1.2%,No
HIVEP1,7,7,1013,0.7%,No
BTBD16,1,1,1013,<0.1%,No
UBQLNL,9,9,1013,0.9%,No
TMPRSS11E,3,3,1013,0.3%,No
IFT81,3,3,1013,0.3%,No
LRRC37A3,12,4,1013,0.4%,No
FLVCR1,1,1,1013,<0.1%,No
TMEM150A,2,2,1013,0.2%,No
REM1,2,2,1013,0.2%,No
UROC1,8,8,1013,0.8%,No
CCDC22,4,4,1013,0.4%,No
KRTAP21-2,2,2,1013,0.2%,No
TMEM176B,1,1,1013,<0.1%,No
MRPS28,2,2,1013,0.2%,No
TRIB2,2,2,1013,0.2%,No
UBE3B,10,9,1013,0.9%,No
GCNT4,2,2,1013,0.2%,No
FKBP11,1,1,1013,<0.1%,No
FAM13B,4,4,1013,0.4%,No
KCNK9,8,8,1013,0.8%,No
REEP2,2,2,1013,0.2%,No
ARMCX1,3,3,1013,0.3%,No
AP1S3,1,1,1013,<0.1%,No
SLC27A6,5,5,1013,0.5%,No
GBGT1,2,2,1013,0.2%,No
USP50,2,2,1013,0.2%,No
GIT1,5,5,1013,0.5%,No
BZW2,2,2,1013,0.2%,No
KRTAP6-2,2,2,1013,0.2%,No
SLC6A16,4,3,1013,0.3%,No
KRTAP19-7,1,1,1013,<0.1%,No
HNRNPA1L2,1,1,1013,<0.1%,No
KRTAP19-6,2,2,1013,0.2%,No
KRTAP19-5,1,1,1013,<0.1%,No
TMPRSS9,9,9,1013,0.9%,No
OSTM1,4,4,1013,0.4%,No
TLR8,5,5,1013,0.5%,No
DCPS,1,1,1013,<0.1%,No
SLC22A17,4,4,1013,0.4%,No
GASK1B,1,1,1013,<0.1%,No
SLC25A37,3,2,1013,0.2%,No
KRCC1,1,1,1013,<0.1%,No
PHF21A,1,1,1013,<0.1%,No
RSRC1,2,2,1013,0.2%,No
GLT6D1,2,2,1013,0.2%,No
KRTAP13-2,2,2,1013,0.2%,No
TPRA1,3,3,1013,0.3%,No
ATP9B,9,9,1013,0.9%,No
KRTAP23-1,2,2,1013,0.2%,No
KRTAP13-3,21,10,1013,1.0%,No
MEX3C,1,1,1013,<0.1%,No
CPSF2,4,4,1013,0.4%,No
AMZ2,1,1,1013,<0.1%,No
SPG21,2,2,1013,0.2%,No
PAPLN,10,9,1013,0.9%,No
AHSP,2,2,1013,0.2%,No
EBF2,2,2,1013,0.2%,No
WDR64,7,7,1013,0.7%,No
MFSD14A,1,1,1013,<0.1%,No
STK33,4,4,1013,0.4%,No
OSR2,2,2,1013,0.2%,No
PLEKHA3,2,2,1013,0.2%,No
SPANXD,2,2,1013,0.2%,No
PHACTR4,6,6,1013,0.6%,No
AASDH,5,5,1013,0.5%,No
TMEM42,1,1,1013,<0.1%,No
BMERB1,1,1,1013,<0.1%,No
SPTBN5,12,11,1013,1.1%,No
NGRN,1,1,1013,<0.1%,No
PRR16,4,4,1013,0.4%,No
DACT1,8,8,1013,0.8%,No
MS4A4A,1,1,1013,<0.1%,No
YJEFN3,6,6,1013,0.6%,No
CAPRIN2,6,6,1013,0.6%,No
BRD9,6,6,1013,0.6%,No
TMEM205,1,1,1013,<0.1%,No
CSRNP1,4,4,1013,0.4%,No
ZSCAN18,4,4,1013,0.4%,No
AACS,1,1,1013,<0.1%,No
KCTD14,1,1,1013,<0.1%,No
ZBTB10,3,3,1013,0.3%,No
DLK2,5,4,1013,0.4%,No
ZNF747,1,1,1013,<0.1%,No
PDCL2,3,3,1013,0.3%,No
NLRP11,4,4,1013,0.4%,No
CRNKL1,1,1,1013,<0.1%,No
ZBTB7A,2,2,1013,0.2%,Yes
FZR1,7,6,1013,0.6%,Yes
KLC4,2,2,1013,0.2%,No
KLRF1,3,3,1013,0.3%,No
TAOK3,5,5,1013,0.5%,No
TRIM41,3,3,1013,0.3%,No
ANTKMT,1,1,1013,<0.1%,No
DDRGK1,1,1,1013,<0.1%,No
FUNDC2,1,1,1013,<0.1%,No
MRPS34,1,1,1013,<0.1%,No
PEAK3,4,3,1013,0.3%,No
RASL11B,3,3,1013,0.3%,No
LRRC61,2,2,1013,0.2%,No
ZNF699,4,4,1013,0.4%,No
TEX45,1,1,1013,<0.1%,No
ZNF117,9,5,1013,0.5%,No
KRT76,3,2,1013,0.2%,No
GLB1L2,4,4,1013,0.4%,No
RHOT2,4,3,1013,0.3%,No
ACVR1C,3,3,1013,0.3%,No
KBTBD12,2,2,1013,0.2%,No
PRSS35,3,3,1013,0.3%,No
SBSN,3,3,1013,0.3%,No
PRICKLE2,13,11,1013,1.1%,No
C1ORF131,2,2,1013,0.2%,No
SLC22A12,2,2,1013,0.2%,No
LINC01600,1,1,1013,<0.1%,No
HIPK1,8,6,1013,0.6%,No
LCA5,3,3,1013,0.3%,No
INTS6L,2,2,1013,0.2%,No
ZNF449,1,1,1013,<0.1%,No
LYSMD3,3,2,1013,0.2%,No
MUC15,1,1,1013,<0.1%,No
HSPB8,2,2,1013,0.2%,No
FAM162A,2,2,1013,0.2%,No
GNL3,4,4,1013,0.4%,No
MYO3A,21,20,1013,2.0%,No
DUOX1,8,6,1013,0.6%,No
SGPP2,1,1,1013,<0.1%,No
CFAP206,4,4,1013,0.4%,No
PELO,5,4,1013,0.4%,No
SLCO1C1,4,4,1013,0.4%,No
RAB4B,2,1,1013,<0.1%,No
RAB24,1,1,1013,<0.1%,No
MRPL13,4,4,1013,0.4%,No
HIPK2,15,11,1013,1.1%,No
OR5K1,2,2,1013,0.2%,No
OR5L2,10,10,1013,1.0%,No
ASTE1,3,3,1013,0.3%,No
FAM76B,1,1,1013,<0.1%,No
COMMD5,5,5,1013,0.5%,No
TMEM31,1,1,1013,<0.1%,No
GAPDHS,1,1,1013,<0.1%,No
PIWIL4,2,2,1013,0.2%,No
OR7A17,2,2,1013,0.2%,No
SESN3,3,3,1013,0.3%,Yes
RASGEF1B,2,2,1013,0.2%,No
PAGE2,1,1,1013,<0.1%,No
CCDC125,2,2,1013,0.2%,No
CNBD1,5,5,1013,0.5%,No
OR5H1,3,3,1013,0.3%,No
ZDHHC20,4,3,1013,0.3%,No
PSMC6,5,5,1013,0.5%,No
PSMD1,7,7,1013,0.7%,No
PSMD2,3,3,1013,0.3%,No
PSMD3,3,3,1013,0.3%,No
PSMC1,1,1,1013,<0.1%,No
PSMC2,2,2,1013,0.2%,No
PSMC3,1,1,1013,<0.1%,No
PSMC4,1,1,1013,<0.1%,No
PSMC5,1,1,1013,<0.1%,No
PSMD11,5,5,1013,0.5%,No
PSMD12,1,1,1013,<0.1%,No
PSMD4,1,1,1013,<0.1%,No
PSMD5,6,6,1013,0.6%,No
PSMD7,3,3,1013,0.3%,No
PSMD8,1,1,1013,<0.1%,No
PSMD9,2,2,1013,0.2%,No
PSMD10,1,1,1013,<0.1%,No
PTGDS,2,2,1013,0.2%,No
PTEN,45,44,1013,4.3%,Yes
PTGDR,2,2,1013,0.2%,No
PSME1,1,1,1013,<0.1%,No
MSRB3,3,3,1013,0.3%,No
PSME2,4,4,1013,0.4%,No
PTAFR,1,1,1013,<0.1%,No
PTBP1,4,3,1013,0.3%,No
TAS2R38,5,5,1013,0.5%,No
PTCH1,10,9,1013,0.9%,Yes
PTGIS,4,4,1013,0.4%,No
PTGIR,5,5,1013,0.5%,No
PTGER1,3,3,1013,0.3%,No
PTGER2,1,1,1013,<0.1%,No
PTGER3,1,1,1013,<0.1%,No
PTGER4,5,5,1013,0.5%,No
PTGFR,2,2,1013,0.2%,No
PTGFRN,7,7,1013,0.7%,No
PTGS1,5,5,1013,0.5%,No
PTGS2,11,10,1013,1.0%,No
PTHLH,1,1,1013,<0.1%,No
PTH1R,6,6,1013,0.6%,No
PTH2R,3,3,1013,0.3%,No
PTK2,6,6,1013,0.6%,No
MYO1B,3,3,1013,0.3%,No
PTMS,2,2,1013,0.2%,No
HK3,6,5,1013,0.5%,No
PTK6,3,3,1013,0.3%,Yes
PTK7,10,10,1013,1.0%,Yes
TWF1,4,4,1013,0.4%,No
PTMA,2,2,1013,0.2%,No
PTPN1,3,3,1013,0.3%,Yes
MSI1,2,2,1013,0.2%,Yes
PTPN2,3,3,1013,0.3%,Yes
PTPN3,6,6,1013,0.6%,No
HLA-DOB,1,1,1013,<0.1%,No
HLA-DOA,2,2,1013,0.2%,No
MNX1,1,1,1013,<0.1%,Yes
HLA-DMB,1,1,1013,<0.1%,No
HLA-DMA,1,1,1013,<0.1%,No
HLA-C,1,1,1013,<0.1%,Yes
HLA-B,3,3,1013,0.3%,Yes
HLA-A,1,1,1013,<0.1%,Yes
ZBTB48,3,3,1013,0.3%,No
PTN,2,2,1013,0.2%,No
MSH2,7,7,1013,0.7%,Yes
MSH3,12,11,1013,1.1%,Yes
QSOX1,2,2,1013,0.2%,No
MSH4,6,6,1013,0.6%,No
MSH5,4,4,1013,0.4%,No
PTPN9,5,5,1013,0.5%,No
PTPN11,3,3,1013,0.3%,Yes
PTPN12,5,5,1013,0.5%,No
PTPN13,9,8,1013,0.8%,Yes
DDX31,5,5,1013,0.5%,No
PTPN14,9,9,1013,0.9%,No
IQCH,6,5,1013,0.5%,No
HLA-DRA,2,2,1013,0.2%,No
HLA-DPB1,1,1,1013,<0.1%,No
HLA-DPA1,2,2,1013,0.2%,No
PTPN4,5,5,1013,0.5%,No
PTPN6,3,3,1013,0.3%,Yes
PTPN7,5,3,1013,0.3%,No
PTPRCAP,1,1,1013,<0.1%,No
PTPRE,7,5,1013,0.5%,No
PTPRF,14,12,1013,1.2%,No
PTPRG,13,13,1013,1.3%,No
PTPRH,11,11,1013,1.1%,No
PTPRJ,7,7,1013,0.7%,No
PTPRK,8,6,1013,0.6%,Yes
HLA-F,1,1,1013,<0.1%,No
HLA-E,1,1,1013,<0.1%,No
HLF,2,2,1013,0.2%,Yes
SPOUT1,1,1,1013,<0.1%,No
NOP16,2,2,1013,0.2%,No
HLA-DRB5,2,2,1013,0.2%,No
CTDSPL2,5,5,1013,0.5%,No
HACD3,1,1,1013,<0.1%,No
PALM2AKAP2,6,6,1013,0.6%,No
PTPRA,6,5,1013,0.5%,No
PTPRB,11,9,1013,0.9%,Yes
TRIAP1,1,1,1013,<0.1%,No
PTPRC,20,20,1013,2.0%,Yes
PTPRD,20,18,1013,1.8%,Yes
HMBS,2,2,1013,0.2%,No
HLX,5,4,1013,0.4%,No
HLCS,6,6,1013,0.6%,No
MR1,4,4,1013,0.4%,No
HLA-G,3,3,1013,0.3%,No
PTPRM,7,7,1013,0.7%,No
PTPRN,9,9,1013,0.9%,No
PTPRN2,1,1,1013,<0.1%,No
MSR1,1,1,1013,<0.1%,No
MSRA,1,1,1013,<0.1%,No
MST1R,7,7,1013,0.7%,Yes
MSX1,1,1,1013,<0.1%,No
HMGCR,2,2,1013,0.2%,No
HMGCL,2,2,1013,0.2%,No
HMGB3,2,2,1013,0.2%,No
HMGB2,3,3,1013,0.3%,No
HMGB1,1,1,1013,<0.1%,No
MSN,2,2,1013,0.2%,Yes
NR4A1,1,1,1013,<0.1%,No
HMOX2,2,2,1013,0.2%,No
HMOX1,2,1,1013,<0.1%,No
HMMR,2,2,1013,0.2%,No
HMGCS2,2,2,1013,0.2%,No
HMGCS1,3,3,1013,0.3%,No
MSX2,4,4,1013,0.4%,No
FOXA2,7,7,1013,0.7%,No
HNRNPA1,2,2,1013,0.2%,No
SLC29A2,3,3,1013,0.3%,No
ONECUT1,4,4,1013,0.4%,No
HNF4G,1,1,1013,<0.1%,No
HNF4A,2,2,1013,0.2%,No
FOXA3,5,5,1013,0.5%,No
FOXA1,71,69,1013,6.8%,Yes
CCDC38,1,1,1013,<0.1%,No
HNRNPA2B1,3,3,1013,0.3%,Yes
ZNF81,2,2,1013,0.2%,No
HNRNPH3,2,2,1013,0.2%,No
HNRNPH2,2,2,1013,0.2%,No
HNRNPH1,9,9,1013,0.9%,No
HNRNPD,1,1,1013,<0.1%,No
HNRNPC,1,1,1013,<0.1%,No
C10ORF90,7,7,1013,0.7%,No
EYS,15,14,1013,1.4%,No
HNRNPU,7,7,1013,0.7%,No
HNRNPL,3,3,1013,0.3%,No
HNRNPK,1,1,1013,<0.1%,No
HOXA2,4,4,1013,0.4%,No
HOXA1,3,3,1013,0.3%,No
TLX2,1,1,1013,<0.1%,No
TLX1,3,3,1013,0.3%,Yes
SPATA4,2,2,1013,0.2%,No
HS3ST6,3,3,1013,0.3%,No
PDIA2,1,1,1013,<0.1%,No
DEPDC4,1,1,1013,<0.1%,No
OR51E1,2,2,1013,0.2%,No
CPEB2,1,1,1013,<0.1%,No
ACTL6B,5,5,1013,0.5%,No
BIN2,3,3,1013,0.3%,No
ZDHHC19,3,2,1013,0.2%,No
CRYBG3,12,10,1013,1.0%,No
AMOTL2,7,7,1013,0.7%,No
PRKAG2,7,5,1013,0.5%,No
ZNF107,24,12,1013,1.2%,No
POLK,3,3,1013,0.3%,No
SNX9,1,1,1013,<0.1%,No
DDX41,5,4,1013,0.4%,Yes
C8ORF58,3,3,1013,0.3%,No
EVC2,6,6,1013,0.6%,No
SMAP2,2,2,1013,0.2%,No
WDR13,3,3,1013,0.3%,No
ACBD3,3,3,1013,0.3%,No
MFSD1,2,2,1013,0.2%,No
SPATA21,2,2,1013,0.2%,No
ANAPC7,3,3,1013,0.3%,No
ANAPC5,7,7,1013,0.7%,No
SCARA3,1,1,1013,<0.1%,No
MAGEC2,5,5,1013,0.5%,No
FAM8A1,1,1,1013,<0.1%,No
MIGA1,3,3,1013,0.3%,No
SMURF2,4,4,1013,0.4%,No
CCDC136,8,8,1013,0.8%,No
RUSF1,2,2,1013,0.2%,No
SMYD3,2,2,1013,0.2%,Yes
ATPAF1,1,1,1013,<0.1%,No
TNS3,9,9,1013,0.9%,No
YTHDF2,4,4,1013,0.4%,No
HPCAL4,2,2,1013,0.2%,No
VGLL1,1,1,1013,<0.1%,No
RNF138,2,2,1013,0.2%,No
IP6K2,1,1,1013,<0.1%,No
PCYOX1,1,1,1013,<0.1%,No
FHIP2B,2,2,1013,0.2%,No
PARP12,2,2,1013,0.2%,No
CREB3L2,5,5,1013,0.5%,Yes
ZNF574,6,6,1013,0.6%,No
S100PBP,2,2,1013,0.2%,No
IPPK,2,2,1013,0.2%,No
MEAF6,2,2,1013,0.2%,No
PRRX2,1,1,1013,<0.1%,No
LCMT1,2,2,1013,0.2%,No
GULP1,3,3,1013,0.3%,No
LRRK2,32,31,1013,3.1%,Yes
REV1,10,8,1013,0.8%,No
RHCG,2,2,1013,0.2%,No
ILRUN,1,1,1013,<0.1%,No
CCDC14,4,4,1013,0.4%,No
ENGASE,6,6,1013,0.6%,No
RMND5B,4,4,1013,0.4%,No
MTHFSD,1,1,1013,<0.1%,No
FNDC3B,7,6,1013,0.6%,No
SFMBT1,4,4,1013,0.4%,No
FTSJ3,3,3,1013,0.3%,No
PLAAT5,2,2,1013,0.2%,No
UBE2J1,1,1,1013,<0.1%,No
MICAL1,4,4,1013,0.4%,No
AEN,1,1,1013,<0.1%,No
CERK,7,7,1013,0.7%,No
CRTC3,4,4,1013,0.4%,Yes
RBM15,6,6,1013,0.6%,Yes
TBC1D15,5,5,1013,0.5%,No
GINS3,1,1,1013,<0.1%,No
LMF1,1,1,1013,<0.1%,No
EPS8L2,5,5,1013,0.5%,No
LIMA1,2,2,1013,0.2%,No
DCDC2,3,3,1013,0.3%,No
CABP2,4,4,1013,0.4%,No
ISYNA1,2,2,1013,0.2%,No
ANKFY1,7,6,1013,0.6%,No
FAM151B,1,1,1013,<0.1%,No
SLC44A5,7,7,1013,0.7%,No
PLEK2,1,1,1013,<0.1%,No
CIB3,1,1,1013,<0.1%,No
OR8G1,1,1,1013,<0.1%,No
OR8B8,3,3,1013,0.3%,No
OR10A3,1,1,1013,<0.1%,No
TAGAP,3,3,1013,0.3%,No
IP6K3,4,4,1013,0.4%,No
DCBLD2,7,7,1013,0.7%,No
SEZ6L2,3,3,1013,0.3%,No
CMYA5,11,10,1013,1.0%,No
OR10J1,5,5,1013,0.5%,No
LRRC15,7,7,1013,0.7%,No
FAM43A,1,1,1013,<0.1%,No
XRRA1,4,4,1013,0.4%,No
NKAIN2,1,1,1013,<0.1%,No
LHX6,2,2,1013,0.2%,No
PTS,1,1,1013,<0.1%,No
ZNF800,6,6,1013,0.6%,No
PTX3,2,2,1013,0.2%,No
PTPRO,13,12,1013,1.2%,Yes
PTPRR,8,7,1013,0.7%,No
PLEKHH2,9,8,1013,0.8%,No
PTPRS,13,9,1013,0.9%,Yes
PTPRZ1,14,12,1013,1.2%,No
ZNF92,6,6,1013,0.6%,No
PVR,1,1,1013,<0.1%,No
NECTIN1,6,6,1013,0.6%,No
