Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"CHMP6","Charged Multivesicular Body Protein 6","Protein Coding","43","GC17P080991","1.29571795463562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP6"
"ZNF408","Zinc Finger Protein 408","Protein Coding","43","GC11P046701","1.29571795463562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF408"
"MIR5684","MicroRNA 5684","RNA Gene","14","GC19P012787","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5684"
"MIR5687","MicroRNA 5687","RNA Gene","14","GC05M055508","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5687"
"MIR5685","MicroRNA 5685","RNA Gene","12","GC06P053276","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5685"
"MIR5695","MicroRNA 5695","RNA Gene","12","GC19P012920","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5695"
"MIR548AX","MicroRNA 548ax","RNA Gene","11","GC0XM013357","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548AX"
"MIR5706","MicroRNA 5706","RNA Gene","11","GC05P119154","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5706"
"MIR5707","MicroRNA 5707","RNA Gene","11","GC07P158591","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5707"
"MIR5708","MicroRNA 5708","RNA Gene","11","GC08P080241","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5708"
"MIR5682","MicroRNA 5682","RNA Gene","10","GC03P121049","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5682"
"MIR5689","MicroRNA 5689","RNA Gene","10","GC06P010439","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5689"
"MIR5692B","MicroRNA 5692b","RNA Gene","10","GC21M042950","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5692B"
"MIR5693","MicroRNA 5693","RNA Gene","10","GC13M051348","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5693"
"MIR5697","MicroRNA 5697","RNA Gene","10","GC01P010349","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5697"
"MIR5704","MicroRNA 5704","RNA Gene","10","GC03M131985","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5704"
"MIR5705","MicroRNA 5705","RNA Gene","10","GC04M087300","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5705"
"MIR4666B","MicroRNA 4666b","RNA Gene","9","GC0XP029575","1.29475593566895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4666B"
"CENPN","Centromere Protein N","Protein Coding","42","GC16P081006","1.2943240404129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPN"
"NEGR1","Neuronal Growth Regulator 1","Protein Coding","46","GC01M071395","1.29391348361969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEGR1"
"PNPO","Pyridoxamine 5'-Phosphate Oxidase","Protein Coding","53","GC17P047941","1.29384136199951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPO"
"MIR7110","MicroRNA 7110","RNA Gene","10","GC03P123161","1.29384136199951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7110"
"YARS2","Tyrosyl-TRNA Synthetase 2","Protein Coding","52","GC12M032837","1.29381251335144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YARS2"
"BTN3A1","Butyrophilin Subfamily 3 Member A1","Protein Coding","46","GC06P026402","1.29245162010193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTN3A1"
"GHDC","GH3 Domain Containing","Protein Coding","40","GC17M042188","1.29176390171051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHDC"
"TMEM237","Transmembrane Protein 237","Protein Coding","44","GC02M201620","1.28974080085754","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM237"
"YKT6","YKT6 V-SNARE Homolog","Protein Coding","47","GC07P044200","1.28900921344757","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YKT6"
"CMC2","C-X9-C Motif Containing 2","Protein Coding","41","GC16M080966","1.28779530525208","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMC2"
"MIR3130-2","MicroRNA 3130-2","RNA Gene","15","GC02P206783","1.28779530525208","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3130-2"
"SLC2A7","Solute Carrier Family 2 Member 7","Protein Coding","41","GC01M008992","1.28778100013733","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A7"
"PDE4C","Phosphodiesterase 4C","Protein Coding","50","GC19M018368","1.28726124763489","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4C"
"ACSF2","Acyl-CoA Synthetase Family Member 2","Protein Coding","46","GC17P050426","1.28726124763489","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSF2"
"ATL2","Atlastin GTPase 2","Protein Coding","43","GC02M038294","1.28726124763489","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATL2"
"FN3K","Fructosamine 3 Kinase","Protein Coding","46","GC17P082735","1.28706872463226","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN3K"
"MIR1234","MicroRNA 1234","RNA Gene","14","GC08M145914","1.28661787509918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1234"
"LINC01297-DUXAP10-NBEAP6","LINC01297-DUXAP10-NBEAP6 Readthrough","RNA Gene","6","GC14M019247","1.28644442558289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01297-DUXAP10-NBEAP6"
"COBLL1","Cordon-Bleu WH2 Repeat Protein Like 1","Protein Coding","44","GC02M164654","1.28636598587036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COBLL1"
"MYL4","Myosin Light Chain 4","Protein Coding","49","GC17P047189","1.28579366207123","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL4"
"PIN4","Peptidylprolyl Cis/Trans Isomerase, NIMA-Interacting 4","Protein Coding","43","GC0XP072181","1.28569173812866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIN4"
"MCTP2","Multiple C2 And Transmembrane Domain Containing 2","Protein Coding","47","GC15P131037","1.28566694259644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCTP2"
"PLEKHH1","Pleckstrin Homology, MyTH4 And FERM Domain Containing H1","Protein Coding","42","GC14P067533","1.28566694259644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHH1"
"C2CD2","C2 Calcium Dependent Domain Containing 2","Protein Coding","40","GC21M041885","1.28566694259644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD2"
"KRCC1","Lysine Rich Coiled-Coil 1","Protein Coding","36","GC02M088027","1.28566694259644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRCC1"
"SNORD109B","Small Nucleolar RNA, C/D Box 109B","RNA Gene","16","GC15P050021","1.28566694259644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD109B"
"SIRPB2","Signal Regulatory Protein Beta 2","Protein Coding","39","GC20M001470","1.28564119338989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRPB2"
"FCAR","Fc Alpha Receptor","Protein Coding","47","GC19P080312","1.28498888015747","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCAR"
"LINC01273","Long Intergenic Non-Protein Coding RNA 1273","RNA Gene","15","GC20P050173","1.28498888015747","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01273"
"PCDH12","Protocadherin 12","Protein Coding","48","GC05M141943","1.28474724292755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH12"
"ALG13","ALG13 UDP-N-Acetylglucosaminyltransferase Subunit","Protein Coding","46","GC0XP111665","1.28473711013794","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG13"
"SARS2","Seryl-TRNA Synthetase 2, Mitochondrial","Protein Coding","52","GC19M076555","1.28368639945984","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SARS2"
"SNORD74","Small Nucleolar RNA, C/D Box 74","RNA Gene","14","GC01M174723","1.28310394287109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD74"
"CENPS","Centromere Protein S","Protein Coding","43","GC01P010551","1.28291285037994","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPS"
"FAM66C","Family With Sequence Similarity 66 Member C","RNA Gene","17","GC12P008180","1.28212594985962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM66C"
"ARMT1","Acidic Residue Methyltransferase 1","Protein Coding","40","GC06P151452","1.28185129165649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMT1"
"CYP26B1","Cytochrome P450 Family 26 Subfamily B Member 1","Protein Coding","51","GC02M072129","1.28078663349152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP26B1"
"TIMM23","Translocase Of Inner Mitochondrial Membrane 23","Protein Coding","41","GC10P045972","1.28039371967316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM23"
"UBE2NL","Ubiquitin Conjugating Enzyme E2 N Like (Gene/Pseudogene)","Protein Coding","32","GC0XP143884","1.28024339675903","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2NL"
"SPCS3","Signal Peptidase Complex Subunit 3","Protein Coding","43","GC04P176319","1.27964162826538","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPCS3"
"PCNAP1","Proliferating Cell Nuclear Antigen Pseudogene 1","Pseudogene","13","GC04M099160","1.27964162826538","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNAP1"
"TPPP","Tubulin Polymerization Promoting Protein","Protein Coding","47","GC05M000659","1.27945244312286","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPPP"
"ZNF564","Zinc Finger Protein 564","Protein Coding","38","GC19M015029","1.27908051013947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF564"
"SBF1","SET Binding Factor 1","Protein Coding","49","GC22M066100","1.27870190143585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBF1"
"ARHGAP30","Rho GTPase Activating Protein 30","Protein Coding","42","GC01M161046","1.27847254276276","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP30"
"RNA5-8SN5","RNA, 5.8S Ribosomal N5","RNA Gene","7","GC00P7E0310","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA5-8SN5"
"RNR5","RNA, Ribosomal 45S Cluster 5","RNA Gene","7","GC22U990041","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNR5"
"RNA28S5","RNA, 28S Ribosomal 5","RNA Gene","6","GC22U901419","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA28S5"
"RNA5-8SP8","RNA, 5.8S Ribosomal Pseudogene 8","Pseudogene","6","GC00P7E0309","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA5-8SP8"
"RNA45SN5","RNA, 45S Pre-Ribosomal N5","RNA Gene","5","GC00P7E0312","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA45SN5"
"RNA18S5","RNA, 18S Ribosomal 5","RNA Gene","4","GC22U901405","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA18S5"
"RNA18S1","RNA, 18S Ribosomal 1","RNA Gene","3","GC13U901408","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA18S1"
"RNA18S2","RNA, 18S Ribosomal 2","RNA Gene","3","GC14U901916","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA18S2"
"RNA18S3","RNA, 18S Ribosomal 3","RNA Gene","3","GC15U902208","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA18S3"
"RNA18S4","RNA, 18S Ribosomal 4","RNA Gene","3","GC21U900787","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA18S4"
"RNA18SN4","RNA, 18S Pre-Ribosomal N4","RNA Gene","3","GC22P8F0125","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA18SN4"
"RNA18SP3","RNA, 18S Ribosomal Pseudogene 3","Pseudogene","3","GC00P7E0315","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA18SP3"
"RNA18SP4","RNA, 18S Ribosomal Pseudogene 4","Pseudogene","3","GC22P8F0171","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA18SP4"
"RNA18SP5","RNA, 18S Ribosomal Pseudogene 5","Pseudogene","3","GC21P013315","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA18SP5"
"RNA28S1","RNA, 28S Ribosomal 1","RNA Gene","3","GC13U901405","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA28S1"
"RNA28S2","RNA, 28S Ribosomal 2","RNA Gene","3","GC14U901921","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA28S2"
"RNA28S3","RNA, 28S Ribosomal 3","RNA Gene","3","GC15U902212","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA28S3"
"RNA28S4","RNA, 28S Ribosomal 4","RNA Gene","3","GC21U900786","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA28S4"
"RNA28SN4","RNA, 28S Ribosomal N4","RNA Gene","3","GC22P8F0130","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA28SN4"
"RNA45S1","RNA, 45S Pre-Ribosomal 1","RNA Gene","3","GC13U901402","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA45S1"
"RNA45S2","RNA, 45S Pre-Ribosomal 2","RNA Gene","3","GC14U901919","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA45S2"
"RNA45S3","RNA, 45S Pre-Ribosomal 3","RNA Gene","3","GC15U902211","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA45S3"
"RNA45S4","RNA, 45S Pre-Ribosomal 4","RNA Gene","3","GC21U900783","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA45S4"
"RNA45S5","RNA, 45S Pre-Ribosomal 5","RNA Gene","3","GC22U900952","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA45S5"
"RNA45SN4","RNA, 45S Pre-Ribosomal N4","RNA Gene","3","GC22P8F0122","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA45SN4"
"RNA5-8S1","RNA, 5.8S Ribosomal 1","RNA Gene","3","GC13U901404","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA5-8S1"
"RNA5-8S2","RNA, 5.8S Ribosomal 2","RNA Gene","3","GC14U901917","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA5-8S2"
"RNA5-8S3","RNA, 5.8S Ribosomal 3","RNA Gene","3","GC15U902210","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA5-8S3"
"RNA5-8S4","RNA, 5.8S Ribosomal 4","RNA Gene","3","GC21U900788","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA5-8S4"
"RNA5-8S5","RNA, 5.8S Ribosomal 5","RNA Gene","3","GC22U901533","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA5-8S5"
"RNA5-8SN4","RNA, 5.8S Ribosomal N4","RNA Gene","3","GC22P8F0128","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA5-8SN4"
"RNA5-8SP9","RNA, 5.8S Ribosomal Pseudogene 9","Pseudogene","3","GC22U901410","1.27751064300537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA5-8SP9"
"MRPS24","Mitochondrial Ribosomal Protein S24","Protein Coding","44","GC07M043868","1.27748250961304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS24"
"RAB3GAP2","RAB3 GTPase Activating Non-Catalytic Protein Subunit 2","Protein Coding","47","GC01M220156","1.2773414850235","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3GAP2"
"TBC1D3H","TBC1 Domain Family Member 3H","Protein Coding","28","GC17M056767","1.27711760997772","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3H"
"FKBP9","FKBP Prolyl Isomerase 9","Protein Coding","43","GC07P032957","1.27622973918915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP9"
"DLK2","Delta Like Non-Canonical Notch Ligand 2","Protein Coding","41","GC06M043450","1.27586960792542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLK2"
"PILRB","Paired Immunoglobin Like Type 2 Receptor Beta","Protein Coding","42","GC07P101905","1.27568411827087","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PILRB"
"TMEM109","Transmembrane Protein 109","Protein Coding","38","GC11P060914","1.27521526813507","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM109"
"MIR1233-1","MicroRNA 1233-1","RNA Gene","11","GC15M034382","1.27460241317749","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1233-1"
"SMIM38","Small Integral Membrane Protein 38","Protein Coding","15","GC11P072495","1.27444922924042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMIM38"
"PADI1","Peptidyl Arginine Deiminase 1","Protein Coding","47","GC01P017205","1.27434301376343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI1"
"DAGLA","Diacylglycerol Lipase Alpha","Protein Coding","50","GC11P061680","1.27431666851044","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAGLA"
"TPRA1","Transmembrane Protein Adipocyte Associated 1","Protein Coding","43","GC03M127573","1.27431666851044","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPRA1"
"ZNF91","Zinc Finger Protein 91","Protein Coding","42","GC19M076326","1.27393460273743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF91"
"CLEC14A","C-Type Lectin Domain Containing 14A","Protein Coding","41","GC14M038254","1.27303600311279","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC14A"
"TAF11","TATA-Box Binding Protein Associated Factor 11","Protein Coding","45","GC06M078024","1.27279198169708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF11"
"AKR7A3","Aldo-Keto Reductase Family 7 Member A3","Protein Coding","44","GC01M019282","1.27171397209167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR7A3"
"SEC14L3","SEC14 Like Lipid Binding 3","Protein Coding","43","GC22M030447","1.27171397209167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC14L3"
"CPNE2","Copine 2","Protein Coding","41","GC16P057273","1.27171397209167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPNE2"
"IGKV3-20","Immunoglobulin Kappa Variable 3-20","Protein Coding","23","GC02M091302","1.27171397209167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGKV3-20"
"APOL6","Apolipoprotein L6","Protein Coding","43","GC22P035648","1.27154183387756","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOL6"
"MIR548A3","MicroRNA 548a-3","RNA Gene","18","GC08M104484","1.27136838436127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548A3"
"PLEKHH2","Pleckstrin Homology, MyTH4 And FERM Domain Containing H2","Protein Coding","45","GC02P043600","1.27126312255859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHH2"
"MON1A","MON1 Homolog A, Secretory Trafficking Associated","Protein Coding","43","GC03M052204","1.27073895931244","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MON1A"
"TAS2R64P","Taste 2 Receptor Member 64 Pseudogene","Pseudogene","11","GC12M024117","1.27028846740723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS2R64P"
"AGAP11","ArfGAP With GTPase Domain, Ankyrin Repeat And PH Domain 11","RNA Gene","32","GC10P096571","1.27001714706421","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGAP11"
"IL36RN","Interleukin 36 Receptor Antagonist","Protein Coding","50","GC02P125227","1.26990962028503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL36RN"
"TGIF2LY","TGFB Induced Factor Homeobox 2 Like Y-Linked","Protein Coding","32","GC0YP003579","1.26966619491577","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGIF2LY"
"OAZ2","Ornithine Decarboxylase Antizyme 2","Protein Coding","43","GC15M064687","1.26834034919739","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OAZ2"
"TTC21A","Tetratricopeptide Repeat Domain 21A","Protein Coding","43","GC03P039107","1.26824355125427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC21A"
"CARF","Calcium Responsive Transcription Factor","Protein Coding","42","GC02P202912","1.26773023605347","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARF"
"ZNF616","Zinc Finger Protein 616","Protein Coding","36","GC19M052113","1.26773023605347","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF616"
"LNPK","Lunapark, ER Junction Formation Factor","Protein Coding","40","GC02M175924","1.26717329025269","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNPK"
